StartTime	EndTime	Value
2362620	2366020	medium shot
2366020	2369300	medium closeup
2369300	2414820	medium shot,[TO],medium closeup
2414820	2417460	medium long shot
2417460	2420300	medium closeup
2420300	2422820	medium closeup
2422820	2423620	medium closeup
2423620	2425460	medium closeup
2425460	2428860	medium closeup
2428860	2432260	medium closeup
2432260	2435060	medium closeup
2435060	2441740	medium closeup
2441740	2443140	medium closeup
2443140	2444180	medium closeup
2444180	2446900	medium closeup
2446900	2449900	medium closeup
2449900	2453180	medium closeup
2453180	2454700	medium closeup
2454700	2455820	medium closeup
2455820	2456940	medium closeup
2456940	2458460	medium closeup
2458460	2460380	medium closeup
2460380	2468100	medium closeup
2468100	2470260	medium closeup
2470260	2472740	medium closeup
2472740	2475740	medium closeup
2475740	2477060	medium closeup
2477060	2482220	medium long shot
2482220	2484900	medium closeup
2484900	2487500	medium closeup
2487500	2489900	medium closeup
2489900	2510620	medium long shot,[TO],medium shot
2510620	2625660	medium closeup,[TO],shoulder closeup
2625660	2668660	medium shot,[TO],shoulder closeup
2668660	2674220	medium closeup
2674220	2675420	shoulder closeup
2675420	2675980	medium closeup
2675980	2678260	medium shot
2678260	2679460	shoulder closeup
2679460	2683820	medium closeup
2683820	2702980	medium long shot,[TO],medium shot,[TO],medium long shot
2702980	2708780	medium long shot,[TO],medium closeup
2708780	2716820	medium shot,[TO],medium closeup
2716820	2718220	medium closeup
2718220	2724740	medium closeup
2724740	2727820	shoulder closeup
2727820	2745100	shoulder closeup
2745100	2747980	shoulder closeup
2747980	2756060	medium shot,[TO],medium closeup,[TO],long shot
2756060	2768260	shoulder closeup,[TO],medium long shot (mirror: extreme closeup)
2768260	2772580	medium long shot
2772580	2777060	long shot,[TO],medium long shot
2777060	2784620	medium long shot
2784620	2788300	medium long shot
2788300	2795620	long shot,[TO],medium long shot
2795620	2798100	medium long shot
2798100	2800540	medium long shot
2800540	2818220	medium long shot,[TO],medium closeup
2818220	2842220	shoulder closeup
2842220	2847340	shoulder closeup
2847340	2852300	shoulder closeup
2852300	2862580	shoulder closeup
2862580	2873460	shoulder closeup
2873460	2875300	long shot
2875300	2877220	medium closeup
2877220	2879340	shoulder closeup
2879340	2881300	medium closeup
2881300	2882900	medium shot
2882900	2887180	medium closeup
2887180	2890780	medium long shot
2890780	2893420	medium closeup
2893420	2895020	shoulder closeup
2895020	2896300	medium closeup
2896300	2897820	medium shot
2897820	2899500	medium closeup
2899500	2901340	medium closeup
2901340	2903100	medium shot
2903100	2905580	medium long shot
2905580	2909300	medium closeup
2909300	2911100	shoulder closeup
2911100	2913500	medium closeup
2913500	2922580	shoulder closeup
2922580	2934900	long shot
2934900	2936660	medium shot
2936660	2938460	long shot
2938460	2944140	medium shot
2944140	2952100	medium shot
2952100	2955940	medium shot
2955940	2959140	medium closeup
2959140	2962820	medium closeup
2962820	2966420	medium closeup
2966420	2968780	medium closeup
2968780	2972100	medium closeup
2972100	2975220	medium closeup
2975220	2977860	medium closeup
2977860	2987940	long shot,[TO],medium closeup
2987940	2992020	long shot
2992020	2993260	medium long shot
2993260	2994940	medium closeup
2994940	2996500	medium long shot
2996500	2997860	medium long shot
2997860	2998940	long shot
2998940	3001140	medium closeup
3001140	3002100	medium closeup
3002100	3004380	medium closeup
3004380	3007820	medium long shot
3007820	3015740	medium shot
3015740	3048300	long shot
3048300	3052420	medium shot
3052420	3061500	medium shot,[TO],medium closeup
3061500	3065780	medium closeup,[TO],shoulder closeup
3065780	3074460	medium shot
3074460	3078140	shoulder closeup
