StartTime	EndTime	Value
1346000	1346750	medium shot
1346750	1348188	medium closeup
1348188	1352040	medium closeup
1352040	1359750	medium shot
1359750	1360040	closeup
1360040	1360120	extreme closeup
1360120	1360290	closeup
1360290	1360396	extreme closeup
1360396	1360540	closeup
1360540	1363646	shoulder closeup
1363646	1364830	shoulder closeup
1364830	1365438	long shot
1365438	1366354	shoulder closeup
1366354	1368120	closeup
1368120	1369646	closeup
1369646	1372188	shoulder closeup
1372188	1373146	medium shot,[TO],long shot
1373146	1374771	shoulder closeup
1374771	1376149	medium long shot,[TO],medium shot
1376149	1380120	shoulder closeup
1380120	1381080	long shot
1381080	1382620	shoulder closeup
1382620	1383750	closeup
1383750	1384354	shoulder closeup
1384354	1385354	medium long shot
1385354	1385813	shoulder closeup
1385813	1386855	medium shot
1386855	1387500	medium long shot
1387500	1388354	medium closeup
1388354	1389250	shoulder closeup
1389250	1390688	medium shot
1390688	1391540	shoulder closeup
1391540	1393438	medium closeup
1393438	1395040	closeup
1395040	1396646	medium closeup
1396646	1398855	shoulder closeup
1398855	1400750	medium closeup,[TO],medium shot
1400750	1401896	shoulder closeup
1401896	1407540	closeup
1407540	1408750	shoulder closeup
1408750	1411854	long shot
1411854	1412849	closeup
1412849	1414514	medium long shot
1414514	1416540	medium closeup
1416540	1417735	medium closeup
1417735	1427346	medium shot
1427346	1429540	medium closeup
1429540	1435229	medium closeup
1435229	1439504	medium shot,shoulder closeup
1439504	1442757	closeup
1442757	1443904	closeup
1443904	1445322	shoulder closeup
1445322	1458769	shoulder closeup
1458769	1459874	medium closeup
1459874	1460773	medium closeup
1460773	1463361	closeup
1463361	1472120	closeup
1472120	1478938	shoulder closeup
1478938	1481500	shoulder closeup
1481500	1485396	shoulder closeup
1485396	1487750	shoulder closeup
1487750	1507120	closeup
1507120	1508250	shoulder closeup,[TO],closeup
1508250	1510500	closeup
1510500	1515790	medium closeup
1515790	1520354	shoulder closeup
1520354	1523146	medium closeup
1523146	1525250	closeup
1525250	1526854	closeup
1526854	1528080	medium closeup
1528080	1529540	closeup
1529540	1531021	extreme closeup
1531021	1534000	medium closeup
1534000	1538646	closeup
1538646	1540354	closeup
1540354	1543896	closeup
1543896	1545580	closeup
1545580	1546830	extreme closeup
1546830	1548438	extreme closeup
1548438	1550330	closeup
1550330	1553646	shoulder closeup
1553646	1559521	shoulder closeup
1559521	1561438	medium long shot
1561438	1574646	medium shot
1574646	1577938	medium closeup,[TO],medium shot
1577938	1581080	medium shot
1581080	1602330	medium shot
1602330	1610120	medium long shot
1610120	1615040	shoulder closeup
1615040	1620188	shoulder closeup
1620188	1621354	shoulder closeup
1621354	1623540	medium shot
1623540	1625396	shoulder closeup
1625396	1630500	shoulder closeup
1630500	1641979	medium closeup,[TO],shoulder closeup
1641979	1646146	medium closeup
1646146	1656479	medium closeup
1656479	1663790	medium shot,[TO],medium closeup
1663790	1669080	medium closeup
1669080	1671647	shoulder closeup
1671647	1672330	medium closeup
1672330	1675540	shoulder closeup
1675540	1679146	medium closeup
1679146	1685438	medium closeup,[TO],medium shot
1685438	1688040	medium shot,[TO],medium closeup
1688040	1693902	shoulder closeup
1693902	1695188	shoulder closeup
1695188	1697500	medium closeup,[TO],shoulder closeup
1697500	1702647	medium closeup
1702647	1703540	medium closeup
1703540	1713021	medium closeup,[TO],shoulder closeup
1713021	1717040	medium closeup
1717040	1720354	medium closeup
1720354	1723620	medium closeup
1723620	1725354	shoulder closeup
1725354	1730000	medium shot
1730000	1735396	shoulder closeup
1735396	1739330	medium shot,[TO],medium closeup
1739330	1741120	medium closeup
1741120	1743396	medium closeup
1743396	1745147	medium closeup
1745147	1748040	medium closeup,[TO],medium shot
1748040	1752500	medium closeup,[TO],closeup
1752500	1763000	medium shot,[TO],medium closeup
1763000	1763750	medium closeup
1763750	1764500	medium closeup
1764500	1765120	shoulder closeup
1765120	1765500	medium closeup
1765500	1765750	medium closeup
1765750	1766000	medium closeup
1766000	1766580	medium closeup
1766580	1767580	medium closeup
1767580	1768830	medium closeup
1768830	1770188	medium closeup
1770188	1775080	medium closeup,[TO],shoulder closeup
1775080	1778620	medium closeup
1778620	1779688	shoulder closeup
1779688	1782790	medium shot
1782790	1786290	shoulder closeup,[TO],medium closeup
1786290	1788938	medium shot
1788938	1793790	medium closeup
1793790	1795250	medium closeup
1795250	1795854	medium closeup
1795854	1796790	medium closeup
1796790	1818438	shoulder closeup,[TO],closeup
1818438	1823210	closeup
1823210	1831688	shoulder closeup
1831688	1836146	medium closeup,[TO],shoulder closeup
1836146	1845854	shoulder closeup,[TO],closeup
1845854	1849396	medium closeup
1849396	1850146	medium closeup
1850146	1853120	medium closeup
1853120	1855397	shoulder closeup
1855397	1857250	medium closeup
1857250	1862580	medium closeup
1862580	1866080	shoulder closeup
1866080	1867354	medium closeup
1867354	1870540	closeup
1870540	1874354	medium closeup
1874354	1878120	medium closeup
1878120	1878896	shoulder closeup
1878896	1881080	shoulder closeup
1881080	1884000	medium closeup
1884000	1888146	shoulder closeup
1888146	1898688	medium closeup,[TO],shoulder closeup
1898688	1901330	shoulder closeup
1901330	1904000	shoulder closeup
1904000	1909500	shoulder closeup
1909500	1911790	shoulder closeup
1911790	1922854	shoulder closeup
1922854	1928330	medium closeup
1928330	1940271	shoulder closeup
1940271	1942830	medium shot 
1942830	1944500	shoulder closeup
1944500	1946790	closeup
1946790	1950500	shoulder closeup
1950500	1952313	shoulder closeup
1952313	1955540	medium closeup
1955540	1961830	shoulder closeup
1961830	1963120	medium closeup
1963120	1966500	medium closeup
1966500	1973938	shoulder closeup
1973938	1990500	medium closeup,[TO],shoulder closeup
1990500	1993396	shoulder closeup
1993396	1996438	medium shot
1996438	2000646	medium closeup
2000646	2003120	shoulder closeup
2003120	2007120	medium closeup
2007120	2011289	medium closeup
2011289	2014830	shoulder closeup,[TO],medium closeup
2014830	2016500	medium closeup
2016500	2022147	medium closeup
2022147	2024229	shoulder closeup
2024229	2024311	medium shot
2024311	2025896	shoulder closeup,[TO],closeup
2025896	2027646	medium closeup
2027646	2028438	closeup
2028438	2032188	shoulder closeup
2032188	2036355	medium closeup
2036355	2037854	shoulder closeup
2037854	2049604	shoulder closeup
2049604	2051790	shoulder closeup
2051790	2052039	shoulder closeup
2052039	2052540	medium closeup
2052540	2053290	shoulder closeup
2053290	2053380	neither
2053380	2054040	medium closeup
2054040	2056750	closeup,[TO],extreme closeup
2056750	2057290	medium closeup
2057290	2057500	medium closeup
2057500	2057582	shoulder closeup
2057582	2057646	neither
2057646	2058646	medium closeup
2058646	2061354	medium closeup,[TO],medium shot
2061354	2061979	closeup
2061979	2070438	medium shot
2070438	2073080	medium closeup
2073080	2079479	medium shot
2079479	2084854	medium closeup
2084854	2094646	shoulder closeup
2094646	2098897	shoulder closeup
2098897	2102188	medium closeup
2102188	2120750	shoulder closeup
2120750	2124330	medium closeup
2124330	2133938	medium closeup
2133938	2140150	medium closeup
2140150	2147290	shoulder closeup
2147290	2149188	medium closeup
2149188	2152620	shoulder closeup
2152620	2154646	medium closeup 
2154646	2157250	closeup 
2157250	2159830	shoulder closeup 
2159830	2172290	medium closeup,[TO],medium shot
2172290	2191938	medium shot 
2191938	2195250	medium shot,[TO],medium closeup
2195250	2212854	medium closeup
2212854	2218830	shoulder closeup,[TO],closeup
2218830	2224896	shoulder closeup
2224896	2242396	shoulder closeup,[TO],medium closeup
2242396	2244250	medium closeup
2244250	2246146	shoulder closeup
2246146	2252396	medium long shot
2252396	2260854	medium closeup
2260854	2269354	medium long shot
2269354	2282354	medium closeup,[TO],shoulder closeup
2282354	2311438	medium shot,[TO],medium closeup
2311438	2319620	medium closeup
2319620	2325580	medium closeup
2325580	2328830	shoulder closeup
2328830	2333000	medium long shot
2333000	2338396	medium closeup
2338396	2340290	shoulder closeup
2340290	2343354	medium closeup
2343354	2346830	medium closeup
2346830	2349854	medium closeup
2349854	2354620	medium closeup
2354620	2359688	medium closeup
2359688	2374396	medium closeup,[TO],shoulder closeup
2374396	2376290	medium shot
2376290	2380500	medium closeup,[TO],shoulder closeup
2380500	2394040	medium closeup,[TO],shoulder closeup
2394040	2395396	medium shot
2395396	2402059	medium closeup,[TO],closeup
2402059	2405354	closeup
2405354	2410688	shoulder closeup
2410688	2412896	shoulder closeup
2412896	2416250	extreme closeup
2416250	2430146	shoulder closeup,[TO],closeup
2430146	2434188	closeup
2434188	2443330	shoulder closeup
2443330	2444438	medium closeup
2444438	2445830	closeup
2445830	2448830	shoulder closeup
2448830	2453330	medium closeup
2453330	2458290	closeup,[TO],medium long shot
2458290	2462080	medium closeup
2462080	2464000	medium closeup
2464000	2477397	medium shot,[TO],shoulder closeup
2477397	2480790	medium closeup
2480790	2482479	medium closeup
2482479	2483354	medium closeup
2483354	2484856	medium shot
2484856	2488938	medium long shot,[TO],medium shot
2488938	2490146	medium closeup
2490146	2491830	medium closeup
2491830	2492938	medium shot
2492938	2498438	medium shot
2498438	2509500	closeup,[TO],shoulder closeup
2509500	2512271	shoulder closeup
2512271	2513620	medium shot
2513620	2514605	medium closeup
2514605	2528750	medium closeup,[TO],extreme closeup
2528750	2533790	medium shot,[TO],medium closeup
2533790	2535188	medium long shot
2535188	2539580	closeup
2539580	2543396	medium closeup
2543396	2546188	shoulder closeup
2546188	2555188	medium shot,[TO],shoulder closeup
2555188	2558830	medium closeup
2558830	2566354	shoulder closeup,[TO],medium closeup
2566354	2567979	closeup
2567979	2574479	shoulder closeup
2574479	2579688	medium closeup,[TO],shoulder closeup
2579688	2591438	medium long shot
2591438	2598500	medium shot
2598500	2600040	shoulder closeup
2600040	2604646	shoulder closeup
2604646	2607790	closeup
2607790	2611147	medium long shot
2611147	2625040	medium closeup,[TO],closeup
2625040	2626580	medium shot
2626580	2641896	shoulder closeup,[TO],medium closeup
2641896	2650500	medium closeup
2650500	2655580	medium closeup
2655580	2657540	medium closeup
2657540	2664354	medium closeup
2664354	2690146	medium closeup,[TO],shoulder closeup
2690146	2695330	medium shot
2695330	2698979	medium closeup
2698979	2701790	medium shot
2701790	2704000	medium closeup
2704000	2709750	closeup,[TO],shoulder closeup
2709750	2713188	medium closeup
2713188	2714854	closeup
2714854	2716500	medium closeup
2716500	2720146	extreme closeup
2720146	2726080	medium closeup,[TO],medium shot
2726080	2733000	medium shot
2733000	2736354	medium closeup
2736354	2737396	closeup
2737396	2742979	medium closeup,[TO],medium shot
2742979	2746343	closeup
2746343	2754896	medium closeup
2754896	2758354	shoulder closeup,[TO],closeup
2758354	2761750	medium shot
2761750	2763188	medium long shot
2763188	2765540	medium shot,[TO],medium closeup
2765540	2768646	medium closeup
2768646	2770938	medium closeup
2770938	2772000	medium closeup
2772000	2774354	shoulder closeup
2774354	2775313	shoulder closeup
2775313	2780438	shoulder closeup,[TO],closeup
2780438	2792854	medium long shot,[TO],medium shot
2792854	2797830	shoulder closeup
2797830	2805813	medium shot,[TO],medium closeup
2805813	2811790	medium shot
2811790	2816500	medium shot
2816500	2819146	medium closeup
2819146	2823688	shoulder closeup
2823688	2829540	medium closeup
2829540	2845500	shoulder closeup,[TO],medium closeup
2845500	2848250	medium closeup
2848250	2851120	shoulder closeup
2851120	2855250	medium closeup
2855250	2860521	shoulder closeup,[TO],closeup
2860521	2862080	medium closeup
2862080	2868080	shoulder closeup,[TO],medium closeup
2868080	2869188	medium closeup
2869188	2887688	medium closeup
2887688	2889438	medium closeup
2889438	2893290	medium closeup
2893290	2898896	medium closeup
2898896	2904500	shoulder closeup
2904500	2913040	medium closeup
2913040	2918271	shoulder closeup
2918271	2929688	shoulder closeup,[TO],medium closeup
2929688	2934646	medium closeup
2934646	2937396	medium closeup
2937396	2947040	medium closeup,[TO],shoulder closeup
2947040	2958080	shoulder closeup
2958080	2960938	shoulder closeup
2960938	2964080	medium closeup
2964080	2976688	shoulder closeup,[TO],medium shot
2976688	2979750	shoulder closeup
2979750	2980830	medium closeup
2980830	2982500	closeup
2982500	2983830	shoulder closeup
2983830	2984790	shoulder closeup
2984790	2987500	closeup
2987500	2989855	shoulder closeup
2989855	2994080	long shot
2994080	2996688	closeup
2996688	2997271	shoulder closeup
2997271	2998620	long shot
2998620	3001229	shoulder closeup
3001229	3002750	medium long shot
3002750	3003688	shoulder closeup
3003688	3005354	shoulder closeup,[TO],medium closeup
3005354	3006646	shoulder closeup
3006646	3008479	closeup
3008479	3010330	medium shot
3010330	3012188	closeup
3012188	3014897	shoulder closeup
3014897	3015540	long shot
3015540	3016355	medium closeup
3016355	3016688	medium shot
3016688	3017080	long shot
3017080	3018250	shoulder closeup
3018250	3018620	shoulder closeup
3018620	3022250	closeup
3022250	3024250	closeup
3024250	3026790	shoulder closeup
3026790	3032620	medium closeup
3032620	3035250	medium long shot
3035250	3035938	medium closeup
3035938	3037540	medium closeup
3037540	3038500	medium closeup,[TO],shoulder closeup
3038500	3039830	medium long shot
3039830	3045290	shoulder closeup
3045290	3050854	medium closeup
3050854	3056397	medium shot
3056397	3060080	shoulder closeup
3060080	3061620	shoulder closeup
3061620	3064330	shoulder closeup
3064330	3067620	medium shot
3067620	3070396	closeup
3070396	3076250	medium closeup
3076250	3081040	shoulder closeup
3081040	3083000	shoulder closeup
3083000	3084120	medium shot
3084120	3085830	shoulder closeup
3085830	3088540	shoulder closeup
3088540	3089354	shoulder closeup
3089354	3098854	shoulder closeup
3098854	3102438	shoulder closeup
3102438	3106354	shoulder closeup
3106354	3107938	shoulder closeup
3107938	3113750	medium closeup,[TO],medium shot
3113750	3116620	shoulder closeup
3116620	3128188	medium shot,[TO],medium closeup
3128188	3135354	medium closeup,[TO],shoulder closeup
3135354	3141580	shoulder closeup,[TO],medium closeup
3141580	3144750	medium long shot
3144750	3148146	shoulder closeup
3148146	3153830	shoulder closeup
3153830	3155354	medium closeup
3155354	3170500	medium closeup
3170500	3173120	shoulder closeup
3173120	3183620	medium closeup
3183620	3184854	medium closeup
3184854	3185938	medium closeup
3185938	3187580	medium closeup
3187580	3189750	shoulder closeup
3189750	3190854	shoulder closeup
3190854	3194188	shoulder closeup
3194188	3197896	medium shot
3197896	3201330	shoulder closeup
3201330	3203620	shoulder closeup
3203620	3205500	shoulder closeup
3205500	3209027	medium closeup
3209027	3220788	closeup
3220788	3223392	shoulder closeup
3223392	3240250	shoulder closeup,[TO],closeup
3240250	3243188	shoulder closeup
3243188	3245464	shoulder closeup
3245464	3249396	medium shot,[TO],closeup
3249396	3257188	shoulder closeup
3257188	3260446	shoulder closeup
3260446	3263000	shoulder closeup
3263000	3267854	shoulder closeup
3267854	3269153	medium shot
3269153	3270500	shoulder closeup
3270500	3273906	shoulder closeup
3273906	3277830	shoulder closeup
3277830	3281354	shoulder closeup
3281354	3284479	shoulder closeup
3284479	3292354	medium closeup
3292354	3295813	shoulder closeup
3295813	3297250	long shot
3297250	3299021	shoulder closeup
3299021	3301896	long shot
3301896	3303021	closeup
3303021	3305000	closeup
3305000	3313646	closeup
3313646	3316396	medium closeup,[TO],shoulder closeup
3316396	3317580	medium closeup
3317580	3321120	medium closeup
3321120	3327521	medium shot
3327521	3331688	shoulder closeup
3331688	3334620	closeup
3334620	3336830	medium closeup
3336830	3345396	closeup
3345396	3351040	medium closeup
3351040	3354146	closeup
3354146	3374438	medium shot,[TO],medium closeup
3374438	3382191	closeup
3382191	3391500	medium closeup
3391500	3406063	closeup
3406063	3410938	medium closeup
3410938	3417063	closeup
3417063	3421874	medium closeup
3421874	3438396	medium long shot
3438396	3440688	long shot
3440688	3442000	medium long shot
3442000	3443290	extreme long shot
3443290	3445688	long shot
3445688	3446578	closeup
3446578	3446620	closeup
3446620	3447147	shoulder closeup
3447147	3449000	shoulder closeup
3449000	3450020	shoulder closeup
3450020	3450646	closeup
3450646	3461146	shoulder closeup
3461146	3463188	closeup
3463188	3467290	medium long shot
3467290	3469188	shoulder closeup
3469188	3471396	extreme long shot
3471396	3474750	long shot
3474750	3475896	closeup
3475896	3477830	extreme closeup
3477830	3481500	shoulder closeup
3481500	3488354	shoulder closeup,[TO],medium closeup
3488354	3492188	closeup
3492188	3496896	shoulder closeup
3496896	3498040	shoulder closeup
3498040	3499120	shoulder closeup
3499120	3500354	shoulder closeup
3500354	3503188	shoulder closeup
3503188	3516438	shoulder closeup
3516438	3520438	medium closeup
3520438	3523188	shoulder closeup
3523188	3527354	shoulder closeup
3527354	3530330	shoulder closeup
3530330	3534438	medium shot
3534438	3539938	shoulder closeup
3539938	3544438	medium shot
3544438	3547146	shoulder closeup
3547146	3548646	medium shot
3548646	3550290	closeup
3550290	3553354	medium shot
3553354	3557854	closeup
3557854	3566146	medium long shot
3566146	3578354	closeup
